;accountName;saleDate;totaltransactions;avgprice;lastprice;differentip;lifespan;number_of_week;weekend;lastmethod;country;orderfreq;return
190586;c23200a0ec306a63e3544724ad02;2013;5;3.6;8.0;1;6;6;1;2000;43;1.2;0
190589;a957a3a3fd1721e718a5f11f8cd3;2013;1;40.0;40.0;1;1;1;0;30;90;1.0;0
190592;77973795376bc699b43c1d68dd91;2013;1;10.0;10.0;1;1;1;0;40;32;1.0;0
190598;2dd512e337866e012916139232f2;2013;2;2.0;2.0;1;1;1;0;40;32;0.5;0
190621;bfda9963574364b20775b5e5ed73;2013;1;3.0;3.0;1;1;1;0;40;32;1.0;0
190622;66c2b329479ee151b4c6b257c0b7;2013;1;3.0;3.0;1;1;1;0;40;32;1.0;0
190625;e4e9f7fb5a569d82656d2d93b1f6;2013;1;11.579;11.579;1;1;1;0;1000;44;1.0;0
190628;cbd47d944ecbba1ccedab110a124;2013;1;11.579;11.579;1;1;1;0;1000;44;1.0;0
190636;05e737e43a8807b36d99ce5d7e50;2013;54;8.3062962963;9.99;30;279;6;1;1000;32;5.16666666667;1
190637;a44d609d2d8c3373a8a062c5829e;2013;3;9.33333333333;10.0;3;9;3;0;40;11;3.0;0
190641;68a1924337066fa7d3deafee2dff;2013;1;15.0;15.0;1;1;1;0;100;106;1.0;0
190642;cb465683c6df123156aa009bebe9;2013;1;1.0;1.0;1;1;1;0;40;50;1.0;0
190651;dde0bf2283e755582a17984f95db;2013;1;10.0;10.0;1;1;1;0;40;32;1.0;0
190660;38492dd847d81732d8a556b5333f;2013;6;11.4966666667;10.0;6;105;1;0;40;32;17.5;0
190662;db371701724da2fdd252ccc992b3;2013;4;22.5;50.0;2;135;2;0;137;40;33.75;0
190664;3066c01b22b4055692f5abed04d0;2013;6;2.65666666667;3.99;4;19;6;1;1000;32;3.16666666667;0
190671;b4deb373549cdbd49d4ddce46d30;2013;4;10.0;10.0;2;256;4;0;40;90;64.0;1
190679;e513f266eae017981b99e9a8f75e;2013;29;1.71137931034;2.0;1;95;4;0;2000;49;3.27586206897;0
190690;b155531c024b5fcf77c33d71439d;2013;3;2.99;3.99;2;270;5;1;1000;32;90.0;0
190695;05427caeec01d395d2fa19d664cf;2013;74;2.71445945946;2.0;25;48;0;0;2000;43;0.648648648649;1
190703;3e21c5a01540968b9f9ab8230c9d;2013;1;10.0;10.0;1;1;1;0;40;32;1.0;0
190709;41fa8fed47675761193cb788be60;2013;2;10.0;10.0;1;73;4;0;30;90;36.5;0
190716;0ad0718a2beaebe52d06be210fab;2013;2;1.69;1.69;1;1;1;0;2000;43;0.5;0
190721;ccf50ee502cc05f70a54a28d327b;2013;5;2.0;2.0;1;1;1;0;2000;2;0.2;0
190740;a870b4b55c61dbb87aea9b0be0a3;2013;2;4.49;1.99;2;47;6;1;1000;32;23.5;0
190752;b15cb4daf2d86add71b6596d9e67;2013;28;2.21428571429;4.0;19;257;6;1;1000;15;9.17857142857;1
190768;aa9f1c123102e9d75bef5d88e046;2013;2;7.5;5.0;1;21;0;0;1000;11;10.5;0
190770;cdcdb4c5550e056dcb8ffd8bd0a9;2013;23;9.12608695652;10.0;3;48;0;0;40;32;2.08695652174;0
190784;61bac9df0638d62669ffcced724c;2013;19;4.81578947368;4.5;4;277;4;0;1000;43;14.5789473684;0
190788;214aa5aae2b2222bb5e9be75a477;2013;12;4.5;4.5;1;2;3;0;1000;43;0.166666666667;0
190807;8a64cff7d16f3457a92c8d6361e0;2013;4;2.0;4.0;4;160;0;0;1000;15;40.0;0
190826;b907a37d237b215cb476e0db3117;2013;8;4.75;10.0;4;46;5;1;20;43;5.75;0
190859;c91b558b2371bd2d4fa19d23c147;2013;1;2.08;2.08;1;1;1;0;1000;1;1.0;0
190871;46926a4f9edcf57f34fd2ffc6250;2013;4;7.7425;3.99;2;103;6;1;1000;32;25.75;0
190875;bee13905992336601a6a907475c8;2013;1;10.0;10.0;1;1;1;0;100;106;1.0;0
190883;e1033f68d2de1b5e30270a9ec06c;2013;2;3.0;2.0;1;1;1;0;2000;43;0.5;0
190891;c753b332a3fe13418147e76c8572;2013;4;13.75;10.0;2;3;4;0;40;32;0.75;0
190893;eeaa963ae2b38596c972f2ee1c4d;2013;1;2.0;2.0;1;1;1;0;2000;84;1.0;0
190895;d6a352513a2408e681b0198be4af;2013;1;2.0;2.0;1;1;1;0;2000;84;1.0;1
190913;2ed97c0f09b30bcd999fe2933fc2;2013;3;12.0;30.0;2;9;3;0;20;90;3.0;0
190926;07d1233acfa5ada5277132b70bb5;2013;6;1.69;1.69;2;5;6;1;2000;43;0.833333333333;0
190933;1c7f32a9d7dad9817239cf751d75;2013;28;2.13071428571;4.0;9;47;6;1;2000;43;1.67857142857;0
190943;e444d04390cb51cba93bfb6fbcb4;2013;7;2.15285714286;1.69;5;17;4;0;2000;43;2.42857142857;0
190954;9eb2f3366f26ece7bf5373ffad5e;2013;42;2.43928571429;2.0;12;137;5;1;2000;49;3.2619047619;0
190955;1259dcad47a882d2d2b1d35893fa;2013;214;2.7341588785;2.0;4;276;4;0;2000;84;1.28971962617;1
190962;8d9d234c3b352278fd6f6aa8b0b3;2013;16;3.72;8.0;7;19;6;1;2000;43;1.1875;0
190974;80244789a104c33e9250b39cf8e2;2013;1;0.681;0.681;1;1;1;0;1000;126;1.0;0
190987;52e2c228a9c26e5b97a04b7fd615;2013;2;7.0;10.0;2;5;6;1;40;100;2.5;0
191005;7c528de722fc7f5da826d91e3e9e;2013;28;4.57142857143;4.0;11;36;2;0;2000;43;1.28571428571;0
191036;b1ccefc088cc8a98bb1bde8279df;2013;5;0.904;1.134;4;18;5;1;1000;118;3.6;1
191040;805212be08d1abb920b21c663002;2013;1;10.0;10.0;1;1;2;0;30;90;1.0;0
191043;8bacb16d55da4d989f9753985bcc;2013;1;2.06;2.06;1;1;2;0;1000;50;1.0;0
191044;8607bd43807022b1855595d1a17c;2013;1;15.0;15.0;1;1;2;0;100;106;1.0;0
191046;58cb66bc3eefe484a00f820366fd;2013;1;0.888;0.888;1;1;2;0;1000;97;1.0;0
191054;c28298130e4ccca5ad40a81ce7c0;2013;5;8.394;0.99;3;189;1;0;1000;32;37.8;0
191067;40676315606efda88e589e9e5d36;2013;1;3.0;3.0;1;1;2;0;1000;64;1.0;0
191068;cc5721e83a6d5f79db81c5102f14;2013;1;15.0;15.0;1;1;2;0;100;106;1.0;0
191082;b692764b4cd43861e7a4bddbdf86;2013;8;11.5;2.0;5;47;6;1;1000;100;5.875;0
191084;15e29c19037e3d4534698c7326c8;2013;1;10.0;10.0;1;1;2;0;40;32;1.0;0
191090;a64add3db11c2daff44a8a759ea0;2013;4;2.74;0.99;3;25;6;1;1000;32;6.25;0
191103;aefd535e95eb5db5ed6f938c848c;2013;3;4.0;3.0;1;8;2;0;1000;43;2.66666666667;0
191107;74c0b038b72468d7442a219458fa;2013;2;17.5;25.0;2;1;3;0;40;32;0.5;0
191108;c3216e1ee5772d4039e3ff3fa92a;2013;1;2.0;2.0;1;1;2;0;2000;49;1.0;0
191116;a7322d3ad30549a5c40ef598edee;2013;2;1.845;1.69;1;1;2;0;2000;43;0.5;0
191117;76faace9cf785e1575336a2df402;2013;1;2.0;2.0;1;1;2;0;1000;100;1.0;0
191128;40dd018d955f3b219e53b8208642;2013;1;20.0;20.0;1;1;2;0;137;124;1.0;0
191140;387709e2e8a39cfb91ee268a8a88;2013;2;1.845;1.69;2;14;2;0;2000;43;7.0;0
191143;91555c7e5bee8dd320a6fcebde7d;2013;1;2.0;2.0;1;1;2;0;1000;15;1.0;0
191146;a5f61fae3aeaa8c8073f3b52252b;2013;2;0.275;0.277;1;2;4;0;1000;105;1.0;0
191147;2d69e5db4dd60127656c69dabe25;2013;2;12.5;10.0;2;19;0;0;100;106;9.5;0
191149;07e4cfbbd17efb4492239beea58f;2013;18;4.72222222222;10.0;2;66;5;1;40;42;3.66666666667;0
191152;64ddb32451f1aae3ed45d0180ced;2013;5;10.0;10.0;4;6;1;0;40;42;1.2;0
191156;e1f28c8d6bd0a33d1433524071fb;2013;4;6.5;10.0;3;100;4;0;40;32;25.0;0
191166;d5031eeb4d453bd5e81dcc16b485;2013;1;9.99;9.99;1;1;2;0;1000;32;1.0;0
191170;df4a477a66f4239ebc9c3959ae60;2013;2;23.922;23.922;1;1;2;0;1000;109;0.5;0
191186;8c76853d0fc4a7f86f590f98d889;2013;2;10.0;10.0;2;58;4;0;40;43;29.0;0
191202;19851ec4e4ab7126e01f208e19aa;2013;3;1.69;1.69;1;1;2;0;2000;43;0.333333333333;0
191251;85e8049c0f55ff47b14f347d19e7;2013;8;1.69;1.69;3;9;4;0;2000;43;1.125;0
191266;f2a4a6931ed3e2a43f2c790189d2;2013;1;20.0;20.0;1;1;2;0;20;32;1.0;0
191268;3c1c01267e4f03e397644fa14016;2013;25;5.6332;1.99;19;61;6;1;1000;32;2.44;1
191279;744771096ff5e60441740952115e;2013;1;8.0;8.0;1;1;2;0;2000;43;1.0;0
191283;d50fc210ad2970ef6fb30983e7f1;2013;17;2.99;3.99;11;157;5;1;1000;32;9.23529411765;0
191298;2d83cc8d44ef72542630abd8a2c9;2013;3;2.99;0.99;1;1;2;0;1000;32;0.333333333333;0
191301;b613219d91ebe0cb66d59e2f03b5;2013;2;6.5;3.0;1;4;5;1;1000;90;2.0;0
191304;76594075c3fd3d9234509dcef9fe;2013;4;2.0;2.0;1;1;2;0;2000;43;0.25;0
191313;281de85423b6c5af189ddb1e5e43;2013;3;30.0;30.0;2;24;4;0;1000;32;8.0;0
191329;3c129083aa6004051ef9464ca865;2013;1;3.0;3.0;1;1;2;0;1000;90;1.0;0
191358;94d104dbc298124af333dcbcb82e;2013;3;1.89666666667;1.69;2;28;2;0;2000;84;9.33333333333;0
191365;03743162054fb0607c015f60908a;2013;1;2.0;2.0;1;1;2;0;2000;43;1.0;0
191366;804c38623c7eff385708e0aa4277;2013;21;4.42857142857;4.5;10;39;5;1;1000;43;1.85714285714;0
191371;c56c6a73f4e2425d746db4ee86ec;2013;6;2.94833333333;4.0;3;134;3;0;2000;84;22.3333333333;0
191380;8dbb0e7385f50d1397f49f571e74;2013;2;2.0;2.0;2;12;0;0;2000;43;6.0;0
191384;4cea8df08a4bc06384ed449f9931;2013;2;1.69;1.69;1;1;2;0;2000;43;0.5;0
191399;1591ff4bc7b24bf307b203352713;2013;9;2.26666666667;10.0;2;108;5;1;40;90;12.0;0
191408;6501651005b275fdae07f23f6553;2013;2;1.69;1.69;1;1;2;0;2000;43;0.5;0
191434;d0ddc267b722c0a4f2b9251351a4;2013;141;7.04372340426;8.0;41;129;5;1;2000;49;0.914893617021;0
191449;dfbe44adedc43aa60d2b4391ec30;2013;70;3.27514285714;4.0;2;97;1;0;2000;43;1.38571428571;0
191455;f133b20e063d097e0d94f82dd741;2013;17;6.68764705882;8.0;2;95;6;1;2000;84;5.58823529412;0
191456;067252c2f45074b83dfc82b53db1;2013;45;2.80622222222;1.69;2;181;0;0;2000;49;4.02222222222;1
191508;47d15dc884bc4e3488129affcadd;2013;6;7.411;7.411;4;4;6;1;2000;43;0.666666666667;0
191527;06cbd43d033f99443c2334e7f1b2;2013;2;10.0;10.0;1;7;2;0;137;124;3.5;0
191532;e2ceaad17e7a41d8e74ad9a8bbd0;2013;1;4.0;4.0;1;1;2;0;1000;100;1.0;0
191547;fa4fc79ae0434fe30f81afc878d0;2013;1;3.99;3.99;1;1;3;0;1000;32;1.0;0
191556;8c0d2397d94c94613978a0c270de;2013;1;2.0;2.0;1;1;3;0;2000;84;1.0;0
191565;32f9cb8bf0fb0528cd6b4361e908;2013;7;1.82285714286;1.69;1;1;3;0;2000;43;0.142857142857;0
191570;bb1357642cad5617c91fbf50f3b0;2013;3;4.99;3.99;1;2;4;0;1000;32;0.666666666667;0
191576;b3951a32644d635efcf22afe5f95;2013;2;0.692;0.692;1;1;3;0;1000;126;0.5;0
191582;1e50ddde5c508260cd334af89b21;2013;17;17.0588235294;25.0;15;233;4;0;40;43;13.7058823529;1
191587;c345884308e73d550a40f85eb843;2013;3;10.0;10.0;3;20;1;0;40;32;6.66666666667;0
191591;a1138dda58245f78166ac570f6ee;2013;35;9.07771428571;0.99;12;256;6;1;1000;32;7.31428571429;1
191601;fa93a5b93431441437313306632e;2013;1;10.0;10.0;1;1;3;0;100;106;1.0;0
191608;1f90db9a82846cbce925f3ad8f1b;2013;3;6.99;0.99;3;20;1;0;1000;32;6.66666666667;0
191622;d3bde1fe7f1c97c14b588be5c3c5;2013;2;20.0;10.0;2;65;4;0;130;57;32.5;0
191625;3026b6bdf9f078d0ceeb8dd95a71;2013;4;15.0;20.0;4;32;6;1;133;64;8.0;0
191626;41b8f1f6010c101d44d19733ecdb;2013;1;25.0;25.0;1;1;3;0;40;32;1.0;0
191628;565ba56d26d6253c5b76caadf9c0;2013;1;20.0;20.0;1;1;3;0;20;32;1.0;0
191644;ee0f4b0bea2471be78b0c2756fa2;2013;1;10.0;10.0;1;1;3;0;40;32;1.0;0
191646;4223bc82d4ffe65a7e62aa352cfb;2013;6;6.5;10.0;1;212;4;0;40;90;35.3333333333;1
191647;98e1609f77dbdb45095dfad9ed36;2013;1;10.0;10.0;1;1;3;0;40;32;1.0;0
191648;c0b841ec7f004a2c29fbf2cacc5c;2013;12;10.0;10.0;11;183;4;0;40;32;15.25;1
191654;17e4807c3432cbc8b62bf67333d9;2013;1;25.0;25.0;1;1;3;0;40;32;1.0;0
191668;2577fdf9af2c8af39a2d5dc1f568;2013;4;4.9975;6.99;3;117;0;0;1000;32;29.25;0
191669;e617a1d3f8d9c5d5115e6bd2c68c;2013;4;16.25;25.0;3;128;5;1;40;32;32.0;0
191674;73e7fbdc43150dbba326830cd172;2013;2;15.0;10.0;1;1;3;0;137;124;0.5;0
191682;48fd5f582ba17635ce841b75b243;2013;3;1.818;1.818;2;3;5;1;2000;44;1.0;0
191687;4052d4928a04e1285b460e916179;2013;3;10.0;10.0;2;64;4;0;40;32;21.3333333333;0
191691;bc101a61000875e2672a9d3e981f;2013;7;8.28571428571;10.0;1;160;1;0;40;100;22.8571428571;0
191699;99e522d2d558d88b7825963ed2f8;2013;3;23.3333333333;10.0;1;1;3;0;40;11;0.333333333333;0
191713;657f78b8c836bf56b740b2a093fe;2013;2;2.5;1.0;1;1;3;0;1000;15;0.5;0
191715;702b46303d5cc61b3851869d83b3;2013;1;10.0;10.0;1;1;3;0;40;32;1.0;0
191719;645e580d5e0d6d187b203b49cde2;2013;63;7.9946031746;10.0;13;154;2;0;61;32;2.44444444444;0
191735;3dc08d7d2203455dbc423d133e4f;2013;2;17.5;20.0;1;7;3;0;137;44;3.5;0
191736;ecb0f01eb6bc588647cb0d42116f;2013;5;4.5644;4.0;4;64;4;0;2000;43;12.8;0
191741;3e8eca888d61a2c38b40de6934de;2013;1;10.0;10.0;1;1;3;0;40;32;1.0;1
191746;ec219b0780530de84d25b4dfa151;2013;8;2.21125;2.0;1;1;3;0;2000;43;0.125;0
191767;d64e05f819ae2d1d63a3bd81db72;2013;2;10.0;10.0;2;194;0;0;40;11;97.0;0
191770;cf3e1ab2dad1988872c226d448b0;2013;2;1.69;1.69;1;1;3;0;2000;43;0.5;0
191775;bce82350edb5bf790571b0d1c9d6;2013;3;2.0;2.0;2;1;4;0;2000;43;0.333333333333;0
191785;3a8e790e55e486a8c8b6c380f690;2013;4;10.0;10.0;4;14;3;0;137;124;3.5;0
191791;5bcdd5d063d38bf0a8f7bb210e2b;2013;1;0.99;0.99;1;1;3;0;1000;32;1.0;0
191794;a8d309216880b46b49d05cace211;2013;6;11.1666666667;25.0;5;22;4;0;40;32;3.66666666667;0
191796;cf8d510b3d9af3a511e96bfc32ed;2013;2;15.0;15.0;1;5;0;0;30;90;2.5;0
191800;614a22a372a2ad5aac163a92e546;2013;3;15.0;10.0;2;13;2;0;40;32;4.33333333333;0
191803;aea73ae84c9074b3b9f4efd837ba;2013;1;10.0;10.0;1;1;3;0;40;32;1.0;0
191818;548911b7036b4196ff48e5c9c4ba;2013;3;2.33333333333;1.0;2;5;1;0;1000;15;1.66666666667;0
191829;9b7fc0502bbf14c29a61471c55bb;2013;2;40.0;50.0;1;3;5;1;137;24;1.5;0
191831;8a8d261695fdec48145894ecf92f;2013;30;7.96233333333;1.0;22;262;6;1;40;32;8.73333333333;1
191843;e26f5655b1cd11c6103a2640feb9;2013;1;3.0;3.0;1;1;3;0;1000;90;1.0;0
191851;14220cb99abe56840707d397e350;2013;1;1.0;1.0;1;1;3;0;1000;15;1.0;0
191859;c8bedfadb9f8b7392651629cf709;2013;5;4.0;4.0;5;42;3;0;2000;43;8.4;0
191868;1a736e17c2de09f23aab6b77b0be;2013;1;7.411;7.411;1;1;3;0;2000;43;1.0;0
191884;41b71efa13df30cb247bac5f48bd;2013;2;3.495;1.99;2;1;4;0;1000;32;0.5;0
191885;fd5336c976df938e12c8900067f3;2013;1;7.411;7.411;1;1;3;0;2000;43;1.0;0
191886;514e749125f57cae61b4fb3ee0c5;2013;1;5.0;5.0;1;1;3;0;40;100;1.0;0
191896;4641b8309cf8c1a17bd2818391e9;2013;1;4.0;4.0;1;1;3;0;2000;84;1.0;0
191899;e94fd3d2f2d126e43766cda4dd71;2013;1;1.69;1.69;1;1;3;0;2000;43;1.0;0
191900;54b89904983dea07a28881a87784;2013;7;3.38428571429;4.0;3;1;4;0;2000;43;0.142857142857;0
191904;e04b29986e01f788cec037959b5a;2013;28;3.43357142857;4.0;10;6;2;0;2000;43;0.214285714286;0
191912;465be109162138d136ea9587af39;2013;1;4.0;4.0;1;1;3;0;2000;43;1.0;0
191920;6156f0ab86e2d83684e99bb91c64;2013;13;2.15384615385;2.0;4;5;1;0;2000;43;0.384615384615;0
191924;a2c187cf3912f1847f6ded14dde3;2013;1;2.0;2.0;1;1;4;0;2000;43;1.0;0
191932;135989daa3f8232eddad2b44595d;2013;1;10.0;10.0;1;1;4;0;137;12;1.0;0
191933;0b81799ed22a508eb732bc791a8c;2013;1;10.0;10.0;1;1;4;0;40;40;1.0;0
191940;a9c22ae9378f196581ea498268da;2013;2;12.5;20.0;2;42;3;0;1000;11;21.0;1
191952;35a031d4102682cc900ec11d3097;2013;10;11.293;30.0;2;42;3;0;1000;32;4.2;0
191960;9bc0b1fb343663bca44a7936baf2;2013;30;0.6898;0.681;6;26;1;0;1000;126;0.866666666667;0
191964;ad6d1229ddb43017ab8bfd31c364;2013;4;2.4225;1.69;2;95;1;0;2000;43;23.75;0
191978;68a501a8d438dd58d853e7d6880a;2013;1;10.0;10.0;1;1;4;0;80;15;1.0;0
191992;171414129ecb75f502c869ab13ce;2013;15;4.13333333333;8.0;2;34;2;0;2000;49;2.26666666667;0
191995;a07c06e986b7bc4620c7bf9b0379;2013;9;0.687222222222;0.681;3;21;3;0;1000;126;2.33333333333;0
191996;f6cbc84d5c8f323779d9593e38e0;2013;9;5.32444444444;1.99;8;14;4;0;1000;32;1.55555555556;0
192001;6598aba3c4a2ac2d557e53476e2d;2013;7;1.71128571429;2.396;3;8;4;0;2000;97;1.14285714286;0
192010;20dd0b7b0c41e6cf0f022d891f5e;2013;7;11.4285714286;20.0;3;233;6;1;30;90;33.2857142857;1
192013;f160eb2bf17f5b6d9e4537aac7b3;2013;4;7.85275;8.0;3;10;6;1;2000;43;2.5;0
192038;efc474f8c7606716d4983eb7be65;2013;2;4.0;4.0;2;12;1;0;1000;15;6.0;0
192039;11f57e9fa7d0d795957721e0e43a;2013;1;8.0;8.0;1;1;4;0;2000;43;1.0;1
192048;3666ee326b39e5610ffdb089e720;2013;1;10.0;10.0;1;1;4;0;30;90;1.0;0
192050;966ab41b4b31b8b31f8408cda696;2013;5;3.2;2.0;3;2;5;1;2000;43;0.4;0
192053;6561f64feb75dc05bbb4a21d21dc;2013;6;10.0;10.0;5;122;6;1;40;30;20.3333333333;0
192054;f8a943494a6286cfb5da8f8e1555;2013;2;2.0;2.0;1;1;4;0;2000;43;0.5;0
192064;eb606c124bd156fc0cd6d8b5703a;2013;1;9.99;9.99;1;1;4;0;1000;32;1.0;0
192077;6625add95a59bd4a38c9828822f1;2013;1;3.99;3.99;1;1;4;0;1000;32;1.0;0
192079;b2685c0dbe33a75b82720926740a;2013;1;8.0;8.0;1;1;4;0;2000;43;1.0;0
192080;cf022d49250424fda1034fbf21bd;2013;5;6.8;2.0;1;264;1;0;40;90;52.8;0
192081;1af1ebc50b9c68a4b6655d22c3a6;2013;7;3.67;3.0;2;125;3;0;1000;43;17.8571428571;0
192085;ca70da6056c8b2f78880bfb67a76;2013;8;1.9225;2.0;1;1;4;0;2000;43;0.125;0
192087;dbc426217e28d509004aa8ca71cb;2013;13;23.3815384615;9.99;13;89;2;0;1000;32;6.84615384615;0
192097;18aa7a53d644f137ede749f39d8b;2013;27;5.84333333333;1.99;17;202;3;0;2000;32;7.48148148148;1
192100;daa9b029ec43e10bddfc38f8f76b;2013;10;7.593;10.0;9;273;4;0;40;32;27.3;1
192135;878749b483fc4b2ad581e698b92e;2013;1;3.0;3.0;1;1;4;0;1000;64;1.0;0
192136;d538e564d0e6dfbc6999602b5607;2013;10;1.8;1.5;8;12;1;0;1000;64;1.2;0
192146;33d66ed2adb5ff226fef1eb27547;2013;1;10.0;10.0;1;1;4;0;40;32;1.0;0
192148;dce01a15529f1a55155ff05c44ef;2013;1;5.0;5.0;1;1;4;0;30;90;1.0;0
192159;ebf4f488c0bfa8d4f407174258ff;2013;3;3.0;1.0;1;1;4;0;40;24;0.333333333333;0
192166;7c507cdd667bbe31fd8f5dd30b07;2013;30;4.491;10.0;23;103;1;0;40;32;3.43333333333;0
192173;c475a25384f0a89230de46cf24f4;2013;143;3.0;3.0;1;14;3;0;1000;90;0.0979020979021;0
192220;f60818057053b31a1188d3126ddc;2013;15;1.88533333333;2.0;3;22;4;0;2000;43;1.46666666667;0
192223;a9397d2b904d68b31a3535691216;2013;6;3.56333333333;1.69;1;96;2;0;2000;49;16.0;0
192224;ff0876ca63656fbd32a9781e985b;2013;54;1.69;1.69;4;131;2;0;2000;49;2.42592592593;0
192244;e36d25fee373520c76c53ec030ca;2013;1;3.0;3.0;1;1;4;0;1000;90;1.0;0
192248;f95bb9db9c2e8411da5d4a2f5c28;2013;1;10.0;10.0;1;1;4;0;40;15;1.0;0
192251;bff45ff57c055af1f1cf9664442c;2013;2;6.753;11.745;1;1;4;0;1000;44;0.5;0
192255;4afb79e0226be1a007281fddb9ef;2013;5;8.0;8.0;1;6;2;0;2000;49;1.2;0
192260;9c7a9a7e91a5581d18b15bff88b3;2013;7;2.81285714286;2.0;2;3;0;0;2000;43;0.428571428571;0
192272;0ca705f1fa8f946ba8d6e2a4e97f;2013;1;1.5;1.5;1;1;4;0;1000;43;1.0;0
192278;2e3991efb600656d0e6d50e83aa9;2013;2;12.5;10.0;2;45;0;0;100;106;22.5;0
192289;1b8d11b4c6a955d358e9a4847d98;2013;1;3.99;3.99;1;1;4;0;1000;32;1.0;0
192299;e8d3e5be4a4648fb6b355e73772c;2013;34;2.02235294118;2.0;10;104;3;0;2000;43;3.05882352941;1
192303;ff027c6e51f428720f5f17029c64;2013;2;3.676;1.791;2;19;2;0;1000;97;9.5;0
192322;2154d4d83812c7c1b5d71468dc98;2013;1;1.69;1.69;1;1;4;0;2000;49;1.0;0
192332;1fdc0f893412ce55f0d2811821b8;2013;1;8.0;8.0;1;1;4;0;2000;84;1.0;0
192350;6045e8ec2294c5bf8041c93c16bf;2013;1;10.0;10.0;1;1;4;0;40;15;1.0;0
192351;571a0ab2e50b1f0f185e63c2e49d;2013;2;6.5;10.0;1;1;4;0;40;15;0.5;0
192361;0e4385f84043118363010c0acf93;2013;1;1.761;1.761;1;1;4;0;1000;44;1.0;0
192382;c12ad49a0320dd12a7f3a99d6d34;2013;1;10.0;10.0;1;1;4;0;137;44;1.0;0
192394;4a13c84dbacdc7ba949182b8ff36;2013;1;1.69;1.69;1;1;4;0;2000;43;1.0;0
192413;72fbe3959c0f9b2af9055ce38c70;2013;1;25.0;25.0;1;1;4;0;40;100;1.0;0
192416;1d0fd2a56c261fae9cd95db6e59e;2013;83;3.17253012048;4.0;3;115;0;0;2000;49;1.38554216867;0
192427;7cfb8d49314da96e3ec89dad5c55;2013;1;1.69;1.69;1;1;4;0;2000;43;1.0;0
192428;1c22859ab8ce7df583fe8405d895;2013;7;1.69;1.69;3;23;6;1;2000;43;3.28571428571;0
192431;48e3a40f79b931e6bd6e856b4bac;2013;14;8.0;8.0;3;5;2;0;2000;43;0.357142857143;0
192435;171531a0bf734a5e4d0d292bd83e;2013;2;8.0;8.0;1;1;4;0;2000;84;0.5;0
192439;ffe47f81fd4e97581724ef5e88a0;2013;4;2.2675;1.69;1;1;5;1;2000;43;0.25;0
192443;254831f8e155e4977d16295ad519;2013;1;0.99;0.99;1;1;4;0;1000;32;1.0;0
192445;94a744200d00ad5bb6801443f4a4;2013;1;2.0;2.0;1;1;4;0;2000;43;1.0;0
192474;f6b8d7ef976f15c962bc0dad69f8;2013;1;15.0;15.0;1;1;5;1;30;90;1.0;0
192478;4fcd050df55c662ae63bc30ca592;2013;5;4.214;1.69;3;49;4;0;2000;43;9.8;0
192481;b0a842594aad808b19c32c2e6129;2013;6;9.82666666667;3.99;4;33;2;0;1000;32;5.5;0
192500;eb1d1f40024affa78ef2ca956b57;2013;1;20.0;20.0;1;1;5;1;1000;32;1.0;0
192504;381c2e3a9796fc64082b320212e5;2013;3;7.411;7.411;3;1;5;1;2000;43;0.333333333333;0
192515;bf21a90a90fe1954704dc4d8a598;2013;10;5.969;8.0;9;110;2;0;2000;84;11.0;0
192543;b3e3189fec4faefa85a984a72874;2013;1;3.99;3.99;1;1;5;1;1000;32;1.0;0
192548;82aafd056ccc6b5e5ba335feeceb;2013;1;9.99;9.99;1;1;5;1;2000;32;1.0;0
192551;3c262fbcc513ca98c03dd7cdadac;2013;1;6.99;6.99;1;1;5;1;1000;32;1.0;0
192554;77152d95d3843991b5f0c128061a;2013;2;1.49;1.99;1;1;5;1;1000;32;0.5;0
192555;f8e364571ac22765c8eeeb24d88d;2013;1;5.873;5.873;1;1;5;1;1000;44;1.0;0
192558;ee5c8f7ed72f62fbe9951452e8c7;2013;2;2.378;4.479;2;1;5;1;1000;105;0.5;0
192559;9c0a43d6353d4085209376027e08;2013;1;15.0;15.0;1;1;5;1;30;90;1.0;0
192560;ecb5c8a80dcc7fb47d7bf8db76fd;2013;1;15.0;15.0;1;1;5;1;30;90;1.0;0
192565;038cebed54a5ef87e416ca8f1981;2013;1;4.0;4.0;1;1;5;1;2000;43;1.0;0
192566;29ac57620c5cc0da361cb57233a1;2013;9;3.88888888889;2.0;6;46;1;0;2000;43;5.11111111111;0
192568;2a4ab6012f8914c99a9b7c961342;2013;3;4.5;4.5;1;1;5;1;1000;43;0.333333333333;0
192572;15cafef30e90953cb0e3331b545d;2013;273;2.52600732601;8.0;3;283;0;0;2000;43;1.03663003663;1
192584;7901a1002ac140ab0316fbc3cea3;2013;32;8.75;5.0;17;38;0;0;40;32;1.1875;0
192586;354aa27cf4e40b169b922d868c8c;2013;47;7.55319148936;5.0;36;222;2;0;40;32;4.72340425532;0
192587;5253ac95a91e8fa1d94e5a3ae2b8;2013;4;5.5;4.0;4;59;0;0;2000;43;14.75;1
192588;472fdc09a9035f8585b3a824f526;2013;1;10.0;10.0;1;1;5;1;20;32;1.0;0
192591;e9cd7f3be02c6e8d6691217dde75;2013;5;2.7;3.0;3;106;6;1;1000;24;21.2;0
192596;af8f97d3733a0ca56c4e20e7e6c6;2013;1;10.0;10.0;1;1;5;1;137;124;1.0;0
192628;0f5dde2918478cbd37bbad48722c;2013;14;3.42857142857;4.0;5;23;0;0;2000;43;1.64285714286;0
